Date,S&P500,Bond Rate,PrDec,PrInc,Dates,IVOL_PUT_12M_MOV_AVG_30D_HIST,IVOL_CALL_12M_MOV_AVG_30D_HIST,S&P500_Return,Regime,Cash_Return,BuyHold_Portfolio,RegimeSwitch_Portfolio,Regime_Return,BuyHold_Peak,BuyHold_Drawdown,RegimeSwitch_Peak,RegimeSwitch_Drawdown
2020-01-08,3253.05,0.01493,0.10926,0.04467,1/8/20,15.7178,15.7178,0.0049024150649641385,1,5.924603174603175e-05,129602.03662904439,124729.20044161244,0.0049024150649641385,129793.26940315467,-0.1473364335374594,124913.24315909902,-0.1473364335374483
2020-01-09,3274.7,0.015,0.10926,0.04467,1/9/20,15.6814,15.6814,0.006655292725288531,1,5.9523809523809524e-05,130464.57612060425,125559.30978194256,0.006655292725288531,130464.57612060425,0.0,125559.30978194256,0.0
2020-01-10,3265.35,0.01498,0.10926,0.04467,1/10/20,15.6529,15.6529,-0.0028552233792408233,1,5.9444444444444445e-05,130092.07061270197,125200.80990517182,-0.0028552233792408233,130464.57612060425,-0.2855223379240712,125559.30978194256,-0.2855223379240823
2020-01-13,3288.13,0.0151,0.10926,0.04467,1/13/20,15.618,15.618,0.006976281256220629,1,5.992063492063492e-05,130999.62948650029,126074.2459685769,0.006976281256220629,130999.62948650029,0.0,126074.2459685769,0.0
2020-01-14,3283.15,0.0153,0.10926,0.04467,1/14/20,15.5728,15.5728,-0.0015145386587512855,1,6.0714285714285715e-05,130801.22548336089,125883.30164918458,-0.0015145386587512855,130999.62948650029,-0.15145386587512855,126074.2459685769,-0.15145386587512855
2020-01-15,3289.29,0.01508,0.1046,0.03888,1/15/20,15.5072,15.5072,0.001870155186330269,1,5.984126984126984e-05,131045.84407357695,126118.72295863618,0.001870155186330269,131045.84407357695,0.0,126118.72295863618,0.0
2020-01-16,3316.81,0.01518,0.1046,0.03888,1/16/20,15.4238,15.4238,0.00836654718799501,1,6.0238095238095244e-05,132142.24531180918,127173.90120555928,0.00836654718799501,132142.24531180918,0.0,127173.90120555928,0.0
2020-01-17,3329.62,0.01523,0.1046,0.03888,1/17/20,15.3496,15.3496,0.003862144651035182,1,6.043650793650794e-05,132652.59777771597,127665.06520785159,0.003862144651035182,132652.59777771597,0.0,127665.06520785159,0.0
2020-01-21,3320.79,0.01503,0.1046,0.03888,1/21/20,15.287,15.287,-0.002651954277064661,1,5.964285714285714e-05,132300.80915367563,127326.50329214188,-0.002651954277064661,132652.59777771597,-0.2651954277064661,127665.06520785159,-0.2651954277064772
2020-01-22,3321.75,0.01513,0.1045,0.03776,1/22/20,15.2407,15.2407,0.0002890878375325645,1,6.0039682539682534e-05,132339.05570849768,127363.31183563918,0.0002890878375325645,132652.59777771597,-0.2363633087259176,127665.06520785159,-0.2363633087259398
2020-01-23,3325.54,0.01515,0.1045,0.03776,1/23/20,15.1863,15.1863,0.0011409648528637462,1,6.011904761904762e-05,132490.04991972225,127508.62889798798,0.0011409648528637462,132652.59777771597,-0.12253650566730334,127665.06520785159,-0.12253650566732555
2020-01-24,3295.47,0.0149,0.1045,0.03776,1/24/20,15.1408,15.1408,-0.009042140524546438,1,5.9126984126984124e-05,131292.05627024395,126355.67795740013,-0.009042140524546438,132652.59777771597,-1.0256425658183188,127665.06520785159,-1.02564256581833
2020-01-27,3243.63,0.01505,0.1045,0.03776,1/27/20,15.1281,15.1281,-0.015730684849202037,1,5.972222222222222e-05,129226.74230985303,124368.01660854499,-0.015730684849202037,132652.59777771597,-2.5825769907677154,127665.06520785159,-2.5825769907677265
2020-01-28,3276.24,0.0153,0.1045,0.03776,1/28/20,15.116,15.116,0.010053551114029613,1,6.0714285714285715e-05,130525.92996896466,125618.35682046949,0.010053551114029613,132652.59777771597,-1.6031859491473677,127665.06520785159,-1.6031859491473677
2020-01-29,3273.4,0.0152,0.11171,0.05088,1/29/20,15.1105,15.1105,-0.0008668473616095795,1,6.0317460317460316e-05,130412.78391094944,125509.46487928994,-0.0008668473616095795,132652.59777771597,-1.6884809677981227,127665.06520785159,-1.6884809677981338
2020-01-30,3283.66,0.01528,0.11171,0.05088,1/30/20,15.1096,15.1096,0.003134355715769477,1,6.0634920634920636e-05,130821.54396561012,125902.8561879175,0.003134355715769477,132652.59777771597,-1.3803376961935676,127665.06520785159,-1.3803376961935787
2020-01-31,3225.52,0.0151,0.11171,0.05088,1/31/20,15.134,15.134,-0.017705852615678808,1,5.992063492063492e-05,128505.23698919949,123673.63877236124,-0.017705852615678808,132652.59777771597,-3.1264829019527762,127665.06520785159,-3.1264829019527762
2020-02-03,3248.92,0.01518,0.11171,0.05088,2/3/20,15.147,15.147,0.0072546442124061805,1,6.0238095238095244e-05,129437.49676298708,124570.84702010837,0.0072546442124061805,132652.59777771597,-2.423700001801987,127665.06520785159,-2.4237000018019983
2020-02-04,3297.59,0.01538,0.11171,0.05088,2/4/20,15.1371,15.1371,0.014980362705145023,1,6.103174603174603e-05,131376.51741214268,126436.96349095672,0.014980362705145023,132652.59777771597,-0.9619716364029252,127665.06520785159,-0.9619716364029474
2020-02-05,3334.69,0.0152,0.10161,0.04131,2/5/20,15.1084,15.1084,0.011250640619361318,1,6.0317460317460316e-05,132854.58739536995,127859.4603281968,0.011250640619361318,132854.58739536995,0.0,127859.4603281968,0.0
2020-02-06,3345.78,0.0153,0.10161,0.04131,2/6/20,15.0783,15.0783,0.0033256464618900416,1,6.0714285714285715e-05,133296.41478388722,128284.67569005644,0.0033256464618900416,133296.41478388722,0.0,128284.67569005644,0.0
2020-02-07,3327.71,0.01518,0.10161,0.04131,2/7/20,15.06,15.06,-0.005400833288500828,1,6.0238095238095244e-05,132576.5030696846,127591.83154318505,-0.005400833288500828,133296.41478388722,-0.5400833288500606,128284.67569005644,-0.5400833288500828
2020-02-10,3352.09,0.0152,0.10161,0.04131,2/10/20,15.0389,15.0389,0.007326359568592178,1,6.0317460317460316e-05,133547.80620151968,128526.61517908565,0.007326359568592178,133547.80620151968,0.0,128526.61517908565,0.0
2020-02-11,3357.75,0.01538,0.10161,0.04131,2/11/20,15.0175,15.0175,0.0016884988171557147,1,6.103174603174603e-05,133773.30151432467,128743.63221678857,0.0016884988171557147,133773.30151432467,0.0,128743.63221678857,0.0
2020-02-12,3379.45,0.01535,0.11077,0.03991,2/12/20,14.9719,14.9719,0.0064626610081155444,1,6.091269841269842e-05,134637.83301394817,129575.65866875918,0.0064626610081155444,134637.83301394817,0.0,129575.65866875918,0.0
2020-02-13,3373.94,0.01545,0.11077,0.03991,2/13/20,14.932,14.932,-0.0016304428235363044,1,6.130952380952381e-05,134418.3137253341,129364.3929659777,-0.0016304428235363044,134637.83301394817,-0.16304428235363044,129575.65866875918,-0.16304428235363044
2020-02-14,3380.16,0.01535,0.11077,0.03991,2/14/20,14.91,14.91,0.0018435419717006685,1,6.091269841269842e-05,134666.11952845196,129602.88165405407,0.0018435419717006685,134666.11952845196,0.0,129602.88165405407,0.0
2020-02-18,3370.29,0.01535,0.11077,0.03991,2/18/20,14.8773,14.8773,-0.0029199801192842934,1,6.091269841269842e-05,134272.89713668774,129224.44381622227,-0.0029199801192842934,134666.11952845196,-0.29199801192841823,129602.88165405407,-0.29199801192844044
2020-02-19,3386.15,0.01543,0.10656,0.04162,2/19/20,14.8471,14.8471,0.004705826501577137,1,6.123015873015873e-05,134904.7620944771,129832.5516285842,0.004705826501577137,134904.7620944771,0.0,129832.5516285842,0.0
2020-02-20,3373.23,0.01538,0.10656,0.04162,2/20/20,14.8259,14.8259,-0.0038155427255142094,1,6.103174603174603e-05,134390.02721083027,129337.16998068281,-0.0038155427255142094,134904.7620944771,-0.38155427255144314,129832.5516285842,-0.38155427255142094
2020-02-21,3337.75,0.01518,0.10656,0.04162,2/21/20,14.8333,14.8333,-0.010518108756295885,1,6.0238095238095244e-05,132976.49828886523,127976.78756059446,-0.010518108756295885,134904.7620944771,-1.429351918845878,129832.5516285842,-1.4293519188458892
2020-02-24,3225.89,0.01503,0.10656,0.04162,2/24/20,14.9049,14.9049,-0.0335135944873044,1,5.964285714285714e-05,128519.97784887046,123687.82539850079,-0.0335135944873044,134904.7620944771,-4.732808646988474,129832.5516285842,-4.732808646988474
2020-02-25,3128.21,0.0149,0.10656,0.04162,2/25/20,15.0176,15.0176,-0.030280015747592093,1,5.9126984126984124e-05,124628.39089572648,119942.55609764876,-0.030280015747592093,134904.7620944771,-7.6175007013865255,129832.5516285842,-7.617500701386537
2020-02-26,3116.39,0.01478,0.14477,0.0869,2/26/20,15.1286,15.1286,-0.003778518705585654,1,5.865079365079365e-05,124157.48018947995,119489.35090583806,-0.003778518705585654,134904.7620944771,-7.966569703055093,129832.5516285842,-7.966569703055082
2020-02-27,2978.76,0.01395,0.14477,0.0869,2/27/20,15.328,15.328,-0.044163278665378725,0,5.535714285714286e-05,118674.2787934807,119495.96549490606,5.535714285714286e-05,134904.7620944771,-12.03106773178978,129832.5516285842,-7.961474995306506
2020-02-28,2954.22,0.0123,0.14477,0.0869,2/28/20,15.5229,15.5229,-0.008238327357692588,0,4.880952380952381e-05,117696.60123584191,119501.79803607904,4.880952380952381e-05,134904.7620944771,-12.755784593122,129832.5516285842,-7.956982638728882
2020-03-02,3090.23,0.01135,0.14477,0.0869,3/2/20,15.6927,15.6927,0.04603922524388837,0,4.503968253968254e-05,123115.26157057895,119507.18035912552,4.503968253968254e-05,134904.7620944771,-8.739128508778427,129832.5516285842,-7.952837050446937
2020-03-03,3003.37,0.00918,0.14477,0.0869,3/3/20,15.8973,15.8973,-0.028107940185681968,0,3.642857142857143e-05,119654.74516240852,119511.53383498143,3.642857142857143e-05,134904.7620944771,-11.304283625946887,129832.5516285842,-7.949483903796651
2020-03-04,3130.12,0.00675,0.14477,0.0869,3/4/20,16.0456,16.0456,0.042202592421180185,0,2.6785714285714284e-05,124704.48560375784,119514.73503678058,2.6785714285714284e-05,134904.7620944771,-7.561094458308116,129832.5516285842,-7.94701826497265
2020-03-05,3023.94,0.00595,0.16138,0.07667,3/5/20,16.2857,16.2857,-0.03392202215889484,0,2.3611111111111114e-05,120474.2572797936,119517.55691246895,2.3611111111111114e-05,134904.7620944771,-10.696809060437374,129832.5516285842,-7.944844791792782
2020-03-06,2972.37,0.00415,0.16138,0.07667,3/6/20,16.5942,16.5942,-0.017053909799797706,0,1.6468253968253968e-05,118419.70016294636,119519.52515794986,1.6468253968253968e-05,134904.7620944771,-12.219777623554794,129832.5516285842,-7.943328804117722
2020-03-09,2746.56,0.0033,0.16138,0.07667,3/9/20,17.0148,17.0148,-0.07596968075979771,0,1.3095238095238094e-05,109423.39334589637,119521.09029458884,1.3095238095238094e-05,134904.7620944771,-18.888413094517375,129832.5516285842,-7.942123300090154
2020-03-10,2882.23,0.0039,0.16138,0.07667,3/10/20,17.3443,17.3443,0.04939633578003022,0,1.5476190476190476e-05,114828.5080258006,119522.94002574818,1.5476190476190476e-05,134904.7620944771,-14.88179791208305,129832.5516285842,-7.940698594855499
2020-03-11,2741.38,0.00368,0.22701,0.19566,3/11/20,17.7687,17.7687,-0.048868410917935035,0,1.4603174603174603e-05,109217.02131050237,119524.68544011044,1.4603174603174603e-05,134904.7620944771,-19.04138918831122,129832.5516285842,-7.939354236803253
2020-03-12,2480.64,0.00273,0.22701,0.19566,3/12/20,18.4048,18.4048,-0.09511268047479748,0,1.0833333333333332e-05,98829.09766018741,119525.98029086937,1.0833333333333332e-05,134904.7620944771,-26.741579670126857,129832.5516285842,-7.9383569131408205
2020-03-13,2711.02,0.00243,0.22701,0.19566,3/13/20,18.8693,18.8693,0.0928711945304439,0,9.642857142857142e-06,108007.47401425493,119527.13286282215,9.642857142857142e-06,134904.7620944771,-19.937982664678177,129832.5516285842,-7.937469175868205
2020-03-16,2386.13,0.00185,0.22701,0.19566,3/16/20,19.6636,19.6636,-0.11984050283657066,0,7.3412698412698415e-06,95063.80401827878,119528.01034375787,7.3412698412698415e-06,134904.7620944771,-29.532655080253377,129832.5516285842,-7.936793319987146
2020-03-17,2529.19,0.00165,0.22701,0.19566,3/17/20,20.3417,20.3417,0.05995482224354909,0,6.547619047619047e-06,100763.33748999027,119528.79296763512,6.547619047619047e-06,134904.7620944771,-25.307797941615107,129832.5516285842,-7.936190525181508
2020-03-18,2398.1,3e-05,0.24066,0.33483,3/18/20,21.1802,21.1802,-0.05183082330706679,0,1.1904761904761906e-07,95540.69074871624,119528.80719725334,1.1904761904761906e-07,134904.7620944771,-29.179156268918994,129832.5516285842,-7.936179565204182
2020-03-19,2409.39,-0.00028,0.24066,0.33483,3/19/20,21.9507,21.9507,0.004707893749218206,0,-1.111111111111111e-06,95990.48616948811,119528.67438746757,-1.111111111111111e-06,134904.7620944771,-28.845739261403068,129832.5516285842,-7.93628185833799
2020-03-20,2304.92,-0.00033,0.24066,0.33483,3/20/20,22.6411,22.6411,-0.043359522534749395,0,-1.3095238095238096e-06,91828.38452130064,119528.51786182255,-1.3095238095238096e-06,134904.7620944771,-31.930954033341695,129832.5516285842,-7.93640241796888
2020-03-23,2237.4,-0.0004,0.24066,0.33483,3/23/20,23.1811,23.1811,-0.02929385835517062,0,-1.5873015873015873e-06,89138.37683214953,119528.32813401641,-1.5873015873015873e-06,134904.7620944771,-33.92495902426058,129832.5516285842,-7.936548550663458
2020-03-24,2447.33,-0.00033,0.24066,0.33483,3/24/20,23.6145,23.6145,0.09382765710199337,0,-1.3095238095238096e-06,97502.02188818472,119528.1716088248,-1.3095238095238096e-06,134904.7620944771,-27.725292736588734,129832.5516285842,-7.936669109945127
2020-03-25,2475.56,-0.0007,0.21626,0.20173,3/25/20,24.1009,24.1009,0.011535019797084933,0,-2.777777777777778e-06,98626.70964092074,119527.83958612589,-2.777777777777778e-06,134904.7620944771,-26.89160255747677,129832.5516285842,-7.936924841419824
2020-03-26,2630.07,-0.00105,0.21626,0.20173,3/26/20,24.5513,24.5513,0.06241416083633622,0,-4.166666666666666e-06,104782.41295920781,119527.34155346094,-4.166666666666666e-06,134904.7620944771,-22.328603281012327,129832.5516285842,-7.937308437566326
2020-03-27,2541.47,-0.00058,0.21626,0.20173,3/27/20,25.0791,25.0791,-0.0336873163071707,0,-2.3015873015873014e-06,101252.57467042239,119527.06645084942,-2.3015873015873014e-06,134904.7620944771,-24.945144190304614,129832.5516285842,-7.93752032788817
2020-03-30,2626.65,0.00013,0.21626,0.20173,3/30/20,25.5771,25.5771,0.03351603599491648,0,5.158730158730158e-07,104646.15960765425,119527.12811163768,5.158730158730158e-07,134904.7620944771,-22.42960294139359,129832.5516285842,-7.937472835339133
2020-03-31,2584.59,0.0003,0.21626,0.20173,3/31/20,26.0749,26.0749,-0.0160127919593398,0,1.1904761904761904e-06,102970.48242451301,119527.27040583781,1.1904761904761904e-06,134904.7620944771,-23.671721571696438,129832.5516285842,-7.937363237092498
2020-04-01,2470.5,0.00063,0.25235,0.26292,4/1/20,26.6806,26.6806,-0.04414239782712159,0,2.5e-06,98425.11842487952,119527.56922401382,2.5e-06,134904.7620944771,-27.041034803537922,129832.5516285842,-7.937133080500603
2020-04-02,2526.9,0.00065,0.25235,0.26292,4/2/20,27.2333,27.2333,0.022829386763812964,0,2.579365079365079e-06,100672.1035206752,119527.8775292519,2.579365079365079e-06,134904.7620944771,-25.37542636918031,129832.5516285842,-7.936895616756567
2020-04-03,2488.65,0.00058,0.25235,0.26292,4/3/20,27.7364,27.7364,-0.015137124539950086,0,2.3015873015873014e-06,99148.21735198399,119528.152633097,2.3015873015873014e-06,134904.7620944771,-26.505027833970708,129832.5516285842,-7.936683725484583
2020-04-06,2663.68,0.0006,0.25235,0.26292,4/6/20,28.1172,28.1172,0.07033130412070787,0,2.3809523809523808e-06,106121.4407795924,119528.4372239366,2.3809523809523808e-06,134904.7620944771,-21.336030595218748,129832.5516285842,-7.936464527112497
2020-04-07,2659.41,0.00128,0.25235,0.26292,4/7/20,28.4741,28.4741,-0.0016030454108602044,0,5.07936507936508e-06,105951.3232909568,119529.04435250664,5.07936507936508e-06,134904.7620944771,-21.462132510373134,129832.5516285842,-7.93599690280532
2020-04-08,2749.98,0.00185,0.22499,0.21209,4/8/20,28.8076,28.8076,0.03405642604938697,0,7.3412698412698415e-06,109559.64669744995,119529.92184747511,7.3412698412698415e-06,134904.7620944771,-18.787413434136113,129832.5516285842,-7.935321036115905
2020-04-09,2789.82,0.0021,0.22499,0.21209,4/9/20,29.0371,29.0371,0.01448737809002254,0,8.333333333333332e-06,111146.87872256519,119530.91793015717,8.333333333333332e-06,134904.7620944771,-17.610855986887763,129832.5516285842,-7.9345538304578795
2020-04-13,2761.63,0.002,0.22499,0.21209,4/13/20,29.2852,29.2852,-0.010104594561656355,0,7.936507936507936e-06,110023.78457628009,119531.86658823598,7.936507936507936e-06,134904.7620944771,-18.443364883422177,129832.5516285842,-7.933823152313679
2020-04-14,2846.06,0.00165,0.22499,0.21209,4/14/20,29.5318,29.5318,0.030572524197665762,0,6.547619047619047e-06,113387.48939255717,119532.64923736245,6.547619047619047e-06,134904.7620944771,-15.949972682840407,129832.5516285842,-7.93322033806051
2020-04-15,2783.36,0.00115,0.22715,0.2162,4/15/20,29.7915,29.7915,-0.022030456139364496,0,4.563492063492064e-06,110889.51128074178,119533.19472365857,4.563492063492064e-06,134904.7620944771,-17.801633123163484,129832.5516285842,-7.932800192042211
2020-04-16,2799.55,0.0011,0.22715,0.2162,4/16/20,30.1038,30.1038,0.005816710738100639,0,4.365079365079366e-06,111534.52349175121,119533.7164955403,4.365079365079366e-06,134904.7620944771,-17.323508999896642,129832.5516285842,-7.932398311408129
2020-04-17,2874.56,0.00103,0.22715,0.2162,4/17/20,30.2931,30.2931,0.026793591827257934,0,4.0873015873015875e-06,114522.9339888369,119534.20506588947,4.0873015873015875e-06,134904.7620944771,-15.10830884632991,129832.5516285842,-7.9320220033536
2020-04-20,2823.16,0.0007,0.22715,0.2162,4/20/20,30.4594,30.4594,-0.017880997439608137,0,2.777777777777778e-06,112475.1496994061,119534.537105348,2.777777777777778e-06,134904.7620944771,-16.62625695849269,129832.5516285842,-7.931766258970274
2020-04-21,2736.56,0.00098,0.22715,0.2162,4/21/20,30.5634,30.5634,-0.030674846625766805,0,3.888888888888889e-06,109024.99173316667,119535.00196188121,3.888888888888889e-06,134904.7620944771,-19.183733738907005,129832.5516285842,-7.931408215839042
2020-04-22,2799.31,0.00093,0.23643,0.2491,4/22/20,30.7038,30.7038,0.02293024819481393,0,3.690476190476191e-06,111524.96185304572,119535.44310295986,3.690476190476191e-06,134904.7620944771,-17.330596695361976,129832.5516285842,-7.931068438893185
2020-04-23,2797.8,0.00093,0.23643,0.2491,4/23/20,30.7662,30.7662,-0.000539418642451106,0,3.690476190476191e-06,111464.80320952354,119535.88424566654,3.690476190476191e-06,134904.7620944771,-17.375190112664807,129832.5516285842,-7.930728660693376
2020-04-24,2836.74,0.001,0.23643,0.2491,4/24/20,30.5788,30.5788,0.01391807849024218,0,3.968253968253968e-06,113016.17908949309,119536.35859441356,3.968253968253968e-06,134904.7620944771,-16.22521152341153,129832.5516285842,-7.930363306442034
2020-04-27,2878.48,0.00093,0.23643,0.2491,4/27/20,30.5134,30.5134,0.014714073196697708,0,3.690476190476191e-06,114679.10742102699,119536.79974049884,3.690476190476191e-06,134904.7620944771,-14.992543153729143,129832.5516285842,-7.930023525639951
2020-04-28,2863.39,0.00085,0.23643,0.2491,4/28/20,30.0875,30.0875,-0.005242350129234907,0,3.373015873015873e-06,114077.91938741783,119537.20294002179,3.373015873015873e-06,134904.7620944771,-15.438182006113122,129832.5516285842,-7.929712972147862
2020-04-29,2939.51,0.0009,0.20561,0.19888,4/29/20,29.7427,29.7427,0.026583874358714787,0,3.5714285714285714e-06,117110.55246351653,119537.6298586037,3.5714285714285714e-06,134904.7620944771,-13.19020126101913,129832.5516285842,-7.929384149694208
2020-04-30,2912.43,0.0009,0.20561,0.19888,4/30/20,29.293,29.293,-0.009212419757034462,0,3.5714285714285714e-06,116031.68089624443,119538.05677871032,3.5714285714285714e-06,134904.7620944771,-13.989929566026282,129832.5516285842,-7.929055326066181
2020-05-01,2830.71,0.00093,0.20561,0.19888,5/1/20,28.9739,28.9739,-0.028059043479156554,0,3.690476190476191e-06,112775.94291701709,119538.49793106271,3.690476190476191e-06,134904.7620944771,-16.403289871978465,129832.5516285842,-7.928715540437037
2020-05-04,2842.74,0.0009,0.20561,0.19888,5/4/20,28.7222,28.7222,0.004249817183674676,0,3.5714285714285714e-06,113255.22005713094,119538.92485426959,3.5714285714285714e-06,134904.7620944771,-16.048019136777736,129832.5516285842,-7.928386714421121
2020-05-05,2868.44,0.0011,0.20561,0.19888,5/5/20,28.6011,28.6011,0.009040573531170715,0,4.365079365079366e-06,114279.11220184635,119539.44665116379,4.365079365079366e-06,134904.7620944771,-15.28904508069634,129832.5516285842,-7.92798481452186
2020-05-06,2848.42,0.00108,0.22119,0.23686,5/6/20,28.5958,28.5958,-0.006979403438802989,0,4.2857142857142855e-06,113481.51217316142,119539.95896307801,4.2857142857142855e-06,134904.7620944771,-15.88027701076442,129832.5516285842,-7.927590220171066
2020-05-07,2881.19,0.00095,0.22119,0.23686,5/7/20,28.5162,28.5162,0.011504623615899323,0,3.7698412698412697e-06,114787.07425807675,119540.4096097487,3.7698412698412697e-06,134904.7620944771,-14.912511259099537,129832.5516285842,-7.927243121800864
2020-05-08,2929.8,0.00095,0.22119,0.23686,5/8/20,28.4321,28.4321,0.016871501011734846,0,3.7698412698412697e-06,116723.70449755598,119540.86025811825,3.7698412698412697e-06,134904.7620944771,-13.476957606721463,129832.5516285842,-7.926896022122165
2020-05-11,2930.19,0.00105,0.22119,0.23686,5/11/20,28.2471,28.2471,0.0001331148883882971,0,4.166666666666666e-06,116739.24216045244,119541.35834503599,4.166666666666666e-06,134904.7620944771,-13.465440101590264,129832.5516285842,-7.926512384188933
2020-05-12,2870.12,0.00123,0.22119,0.23686,5/12/20,28.1354,28.1354,-0.020500377108651713,0,4.880952380952381e-06,114346.04367278496,119541.94182071363,4.880952380952381e-06,134904.7620944771,-15.23943121243887,129832.5516285842,-7.9260629778803215
2020-05-13,2820.0,0.00115,0.22119,0.23686,5/13/20,28.0607,28.0607,-0.017462684487059787,0,4.563492063492064e-06,112349.25478978355,119542.48734941639,4.563492063492064e-06,134904.7620944771,-16.719578282119784,129832.5516285842,-7.925642799199462
2020-05-14,2852.5,0.00105,0.22119,0.23686,5/14/20,27.8686,27.8686,0.01152482269503552,0,4.166666666666666e-06,113644.06003115517,119542.98544311368,4.166666666666666e-06,134904.7620944771,-15.75978618785343,129832.5516285842,-7.925259156044461
2020-05-15,2863.7,0.00103,0.22119,0.23686,5/15/20,27.7108,27.7108,0.003926380368098004,0,4.0873015873015875e-06,114090.26983741244,119543.47405134785,4.0873015873015875e-06,134904.7620944771,-15.429027066137046,129832.5516285842,-7.924882818810053
2020-05-18,2953.91,0.00105,0.22119,0.23686,5/18/20,27.5165,27.5165,0.03150120473513285,0,4.166666666666666e-06,117684.25078584733,119543.97214915637,4.166666666666666e-06,134904.7620944771,-12.764939533098051,129832.5516285842,-7.924499172488475
2020-05-19,2922.94,0.00118,0.22119,0.23686,5/19/20,27.4079,27.4079,-0.010484408800538914,0,4.682539682539683e-06,116450.40099122335,119544.53191854976,4.682539682539683e-06,134904.7620944771,-13.679547568772787,129832.5516285842,-7.924068025302066
2020-05-20,2971.61,0.00118,0.2283,0.19997,5/20/20,27.2545,27.2545,0.01665104312780974,0,4.682539682539683e-06,118389.42164037893,119545.09169056428,4.682539682539683e-06,134904.7620944771,-12.242221992528378,129832.5516285842,-7.923636876096807
2020-05-21,2948.51,0.0011,0.2283,0.19997,5/21/20,27.1492,27.1492,-0.007773563825670182,0,4.365079365079366e-06,117469.11391497328,119545.61351437723,4.365079365079366e-06,134904.7620944771,-12.924412681068453,129832.5516285842,-7.923234955464109
2020-05-22,2955.45,0.0011,0.2283,0.19997,5/22/20,27.0607,27.0607,0.002353731206609311,0,4.365079365079366e-06,117745.60463420769,119546.13534046797,4.365079365079366e-06,134904.7620944771,-12.71946015386205,129832.5516285842,-7.922833033077015
2020-05-26,2991.77,0.00118,0.2283,0.19997,5/26/20,26.9349,26.9349,0.012289160703107926,0,4.682539682539683e-06,119192.59929164208,119546.69511999059,4.682539682539683e-06,134904.7620944771,-11.646855573438852,129832.5516285842,-7.922401878088836
2020-05-27,3036.13,0.00135,0.18986,0.14434,5/27/20,26.8191,26.8191,0.014827343010993532,1,5.357142857142857e-06,120959.90884571115,121319.25497436535,0.014827343010993532,134904.7620944771,-10.336813194926386,129832.5516285842,-6.557135747106846
2020-05-28,3029.73,0.00138,0.18986,0.14434,5/28/20,26.6754,26.6754,-0.0021079466294262605,1,5.476190476190476e-06,120704.93181356412,121063.52045975764,-0.0021079466294262605,134904.7620944771,-10.525818407335752,129832.5516285842,-6.754108317852669
2020-05-29,3044.31,0.00128,0.18986,0.14434,5/29/20,26.5182,26.5182,0.004812310007822562,1,5.07936507936508e-06,121285.80136492409,121646.11565084835,0.004812310007822562,134904.7620944771,-10.09524090781564,129832.5516285842,-6.305380180122333
2020-06-01,3055.73,0.00128,0.18986,0.14434,6/1/20,26.3769,26.3769,0.0037512605483673855,1,5.07936507936508e-06,121740.77600666144,122102.44192535151,0.0037512605483673855,134904.7620944771,-9.757984731922653,129832.5516285842,-5.953907249197754
2020-06-02,3080.82,0.00145,0.18986,0.14434,6/2/20,26.1789,26.1789,0.00821080396500995,1,5.753968253968254e-06,122740.36565300032,123105.0011396496,0.00821080396500995,134904.7620944771,-9.017025235149045,129832.5516285842,-5.18171321794576
2020-06-03,3122.87,0.00148,0.18257,0.1338,6/3/20,25.9053,25.9053,0.013648963587616247,1,5.873015873015873e-06,124415.64443452883,124785.25681765813,0.013648963587616247,134904.7620944771,-7.775201925490583,129832.5516285842,-3.8875418742173484
2020-06-04,3112.35,0.0014,0.18257,0.1338,6/4/20,25.6648,25.6648,-0.0033686961032639573,1,5.555555555555556e-06,123996.52593793717,124364.89320927169,-0.0033686961032639573,134904.7620944771,-8.085879243388483,129832.5516285842,-4.2113155373808
2020-06-05,3193.93,0.00145,0.18257,0.1338,6/5/20,25.3738,25.3738,0.02621170498176606,1,5.753968253968254e-06,127246.68629458628,127624.70910016194,0.02621170498176606,134904.7620944771,-5.676653426457756,129832.5516285842,-1.7005307996551644
2020-06-08,3232.39,0.00153,0.18257,0.1338,6/8/20,25.1256,25.1256,0.012041591393674889,1,6.071428571428571e-06,128778.93889714482,129161.51369888271,0.012041591393674889,134904.7620944771,-4.540850228135174,129832.5516285842,-0.51684875732948
2020-06-09,3207.18,0.00165,0.18257,0.1338,6/9/20,24.9638,24.9638,-0.007799182648133396,1,6.547619047619047e-06,127774.56843145318,128154.15946243574,-0.007799182648133396,134904.7620944771,-5.285353572641471,129832.5516285842,-1.2927360242829478
2020-06-10,3190.14,0.00165,0.17949,0.12958,6/10/20,24.8019,24.8019,-0.0053130787794885,1,6.547619047619047e-06,127095.69208336173,127473.26631729268,-0.0053130787794885,134904.7620944771,-5.788579950681417,129832.5516285842,-1.8171754938936968
2020-06-11,3002.1,0.00153,0.17949,0.12958,6/11/20,24.845,24.845,-0.058944121574601716,0,6.071428571428571e-06,119604.1481575919,127474.0402621239,6.071428571428571e-06,134904.7620944771,-11.341789347784337,129832.5516285842,-1.816579383887762
2020-06-12,3041.31,0.0015,0.17949,0.12958,6/12/20,24.8136,24.8136,0.013060857399820103,0,5.9523809523809525e-06,121166.28088110517,127474.79903617306,5.9523809523809525e-06,134904.7620944771,-10.183837101132532,129832.5516285842,-1.815994958765066
