Date,S&P500,Bond Rate,PrDec,PrInc,Dates,IVOL_PUT_12M_MOV_AVG_30D_HIST,IVOL_CALL_12M_MOV_AVG_30D_HIST,S&P500_Return,Day,Regime,Strategy,OptionEnhanced_Portfolio,Stock_Value,Option_Value,BuyHold_Portfolio,BuyHold_Peak,BuyHold_Drawdown,OptionEnhanced_Peak,OptionEnhanced_Drawdown,BuyHold_daily_return,OptionEnhanced_daily_return,BuyHold_excess_return,OptionEnhanced_excess_return,S&P500_Price
2019-07-24,3019.56,0.0204,0.10501,0.03771,7/24/19,14.6871,14.6871,0.00468811866363672,139,1,BUY_CALL,123276.8541422358,103967.99182402359,19308.862318212206,120299.75737341787,120299.75737341787,0.0,123276.8541422358,0.0,0.00468811866363672,0.00860365838384558,0.00459574544152308,0.00851128516173194,3019.56
2019-07-25,3003.67,0.0206,0.10501,0.03771,7/25/19,14.663,14.663,-0.00526235610486292,140,1,BUY_CALL,122064.6601047437,103420.8752275381,18643.784877205595,119666.69721079033,120299.75737341787,-0.5262356104863031,123276.8541422358,-0.9833103269276111,-0.005262356104863031,-0.009833103269276111,-0.0053547293269766705,-0.00992547649138975,3003.67
2019-07-26,3025.86,0.02063,0.10501,0.03771,7/26/19,14.6326,14.6326,0.007387629133693174,141,1,BUY_CALL,123731.15852015623,104184.91029840111,19546.248221755115,120550.75038943761,120550.75038943761,0.0,123731.15852015623,0.0,0.007387629133693174,0.01365258719421747,0.007295255911579535,0.01356021397210383,3025.86
2019-07-29,3020.97,0.0205,0.10501,0.03771,7/29/19,14.6093,14.6093,-0.00161606948107329,142,1,BUY_CALL,123335.11692915973,104016.5402444795,19318.576684680236,120355.93200081275,120550.75038943761,-0.161606948107329,123731.15852015623,-0.32008234282553394,-0.00161606948107329,-0.0032008234282553394,-0.0017084427031869298,-0.003293196650368979,3020.97
2019-07-30,3013.18,0.0204,0.10501,0.03771,7/30/19,14.5943,14.5943,-0.002578641959370631,143,1,BUY_CALL,122721.36344528066,103748.31882933652,18973.04461594413,120045.5771444963,120550.75038943761,-0.4190544175870836,123731.15852015623,-0.8161202779905063,-0.002578641959370631,-0.00497630763370982,-0.002671015181484271,-0.00506868085582346,3013.18
2019-07-31,2980.38,0.0203,0.10608,0.04669,7/31/19,14.6042,14.6042,-0.010885509660889747,144,1,BUY_CALL,120220.46153655615,102618.96550241871,17601.496034137435,118738.81985474282,120550.75038943761,-1.503043762764955,123731.15852015623,-2.8373588557551344,-0.010885509660889636,-0.020378700484692813,-0.010977882883003276,-0.020471073706806453,2980.38
2019-08-01,2953.56,0.0203,0.10608,0.04669,8/1/19,14.6402,14.6402,-0.008998852495319398,145,1,BUY_CALL,118195.4714437092,101695.51256864017,16499.958875069027,117670.30672940168,120550.75038943761,-2.389403343181773,123731.15852015623,-4.473963666593517,-0.008998852495319398,-0.016843972040742727,-0.009091225717433038,-0.016936345262856367,2953.56
2019-08-02,2932.05,0.02,0.10608,0.04669,8/2/19,14.6807,14.6807,-0.0072827367651240316,146,1,BUY_CALL,116567.52339793288,100954.8909204084,15612.632477524465,116813.34486042005,120550.75038943761,-3.1002756241200635,123731.15852015623,-5.7896775621448455,-0.0072827367651239205,-0.013773353800205834,-0.00737510998723756,-0.013865727022319474,2932.05
2019-08-05,2844.74,0.01953,0.10608,0.04669,8/5/19,14.7535,14.7535,-0.02977780051499812,147,1,BUY_CALL,110176.58619135106,97948.6763175671,12227.909873783961,113334.9003796768,120550.75038943761,-5.985736286543308,123731.15852015623,-10.954857685743791,-0.02977780051499801,-0.054826052920115,-0.02987017373711165,-0.05491842614222864,2844.74
2019-08-06,2881.77,0.01995,0.10608,0.04669,8/6/19,14.8007,14.8007,0.013017006826634425,148,1,BUY_CALL,112852.29430017824,99223.67490585268,13628.619394325558,114810.18155161498,120550.75038943761,-4.761951973984235,123731.15852015623,-8.792340062188764,0.013017006826634425,0.02428563274033646,0.012924633604520785,0.02419325951822282,2881.77
2019-08-07,2883.98,0.01968,0.12593,0.06014,8/7/19,14.8375,14.8375,0.0007668897934256513,149,1,BUY_CALL,112988.54288294475,99299.76852940416,13688.774353540592,114898.22830802825,120550.75038943761,-4.688914887007312,123731.15852015623,-8.682223431587344,0.0007668897934256513,0.0012073177919103006,0.0006745165713120116,0.001114944569796661,2883.98
2019-08-08,2938.09,0.0197,0.12593,0.06014,8/8/19,14.8471,14.8471,0.01876226603513209,150,1,BUY_CALL,116956.76595581547,101162.85720377987,15793.908752035592,117053.97943450882,120550.75038943761,-2.9006629520202276,123731.15852015623,-5.475090224130719,0.01876226603513209,0.035120579234142024,0.01866989281301845,0.035028206012028384,2938.09
2019-08-09,2918.65,0.0195,0.12593,0.06014,8/9/19,14.8712,14.8712,-0.006616543400644659,151,1,BUY_CALL,115492.01863082079,100493.50876855785,14998.50986226294,116279.48669936221,120550.75038943761,-3.5431249297720124,123731.15852015623,-6.65890466708372,-0.00661654340064477,-0.012523835735574584,-0.00670891662275841,-0.012616208957688224,2918.65
2019-08-12,2882.7,0.01928,0.12593,0.06014,8/12/19,14.939,14.939,-0.0123173384955374,152,1,BUY_CALL,112837.86765893557,99255.69620445126,13582.171454484309,114847.23290159882,120550.75038943761,-4.7312169102337815,123731.15852015623,-8.803999729337452,-0.012317338495537511,-0.022981250162138145,-0.01240971171765115,-0.023073623384251785,2882.7
2019-08-13,2926.32,0.01955,0.12593,0.06014,8/13/19,14.9905,14.9905,0.015131647413882954,153,1,BUY_CALL,116043.52886960826,100757.5984032365,15285.93046637176,116585.0607363259,120550.75038943761,-3.2896432749697557,123731.15852015623,-6.213171962901831,0.015131647413882954,0.028409445137355327,0.015039274191769314,0.028317071915241687,2926.32
2019-08-14,2840.6,0.01908,0.14032,0.07888,8/14/19,15.0978,15.0978,-0.02929276360753441,154,1,BUY_CALL,109786.9422956269,97806.1298915476,11980.812404079285,113169.96211200667,120550.75038943761,-6.1225568929163865,123731.15852015623,-11.269769386550898,-0.02929276360753441,-0.053915859289418444,-0.02938513682964805,-0.054008232511532084,2840.6
2019-08-15,2847.6,0.01843,0.14032,0.07888,8/15/19,15.2136,15.2136,0.002464268112370549,155,1,BUY_CALL,110262.79646108761,98047.15041863373,12215.646042453876,113448.84324091746,120550.75038943761,-5.891217703396734,123731.15852015623,-10.885182212914124,0.002464268112370327,0.00433434209488559,0.002371894890256687,0.004241968872771951,2847.6
2019-08-16,2888.68,0.01823,0.14032,0.07888,8/16/19,15.3074,15.3074,0.014426183452732166,156,1,BUY_CALL,113216.17600560392,99461.59659759056,13754.57940801337,115085.4770660112,120550.75038943761,-4.533587145472695,123731.15852015623,-8.498249463039965,0.014426183452732166,0.026784914216814615,0.014333810230618527,0.026692540994700975,2888.68
2019-08-19,2923.65,0.01853,0.14032,0.07888,8/19/19,15.3688,15.3688,0.012105875347909967,157,1,BUY_CALL,115786.1525001343,100665.6662879051,15120.486212229196,116478.68750572708,120550.75038943761,-3.3778826515436733,123731.15852015623,-6.421184538353497,0.012105875347909967,0.022699728830296806,0.012013502125796327,0.022607355608183166,2923.65
2019-08-20,2900.51,0.019,0.14032,0.07888,8/20/19,15.4455,15.4455,-0.007914764079147596,158,1,BUY_CALL,114095.38529661627,99868.92128836612,14226.464008250148,115556.78617387048,120550.75038943761,-4.142623915184429,123731.15852015623,-7.787669119715113,-0.007914764079147707,-0.014602499236824218,-0.008007137301261347,-0.014694872458937858,2900.51
2019-08-21,2924.43,0.01928,0.12925,0.05889,8/21/19,15.5099,15.5099,0.008246825558263726,159,1,BUY_CALL,115858.21936121142,100692.52286092324,15165.696500288172,116509.76283151997,120550.75038943761,-3.3521048561400812,123731.15852015623,-6.362939823005275,0.008246825558263726,0.015450529046483918,0.008154452336150086,0.015358155824370279,2924.43
2019-08-22,2922.95,0.01938,0.12925,0.05889,8/22/19,15.5832,15.5832,-0.0005060815269983809,160,1,BUY_CALL,115744.64426277648,100641.56423519646,15103.08002758001,116450.79939283598,120550.75038943761,-3.401016570495663,123731.15852015623,-6.454731656035307,-0.0005060815269983809,-0.0009802938372533987,-0.0005984547491120207,-0.0010726670593670384,2922.95
2019-08-23,2847.11,0.0191,0.12925,0.05889,8/23/19,15.7103,15.7103,-0.025946389777450785,161,1,BUY_CALL,110220.85926707009,98030.2789817377,12190.58028533238,113429.32156189374,120550.75038943761,-5.90741144666308,123731.15852015623,-10.919076015024354,-0.025946389777450674,-0.047723892806354584,-0.026038762999564313,-0.047816266028468224,2847.11
2019-08-26,2878.38,0.01933,0.12925,0.05889,8/26/19,15.8129,15.8129,0.010983067039910699,162,1,BUY_CALL,112475.84132546159,99106.95210773528,13368.8892177263,114675.1234048996,120550.75038943761,-4.8739862386230515,123731.15852015623,-9.096590809711936,0.010983067039910699,0.020458759561360118,0.01089069381779706,0.02036638633924648,2878.38
2019-08-27,2869.16,0.01943,0.12925,0.05889,8/27/19,15.9217,15.9217,-0.0032031906836484936,163,1,BUY_CALL,111810.54469311953,98789.493642059,13021.051051060545,114307.7971179628,120550.75038943761,-5.178692999676104,123731.15852015623,-9.634286116455282,-0.0032031906836483826,-0.005915018056339316,-0.0032955639057620223,-0.006007391278452956,2869.16
2019-08-28,2887.94,0.0194,0.14231,0.0781,8/28/19,16.0111,16.0111,0.006545469754213773,164,1,BUY_CALL,113164.07323287422,99436.11728472718,13727.955948147033,115055.99534666921,120550.75038943761,-4.55804300265048,123731.15852015623,-8.540359125111241,0.006545469754213551,0.01210555358145915,0.006453096532099911,0.01201318035934551,2887.94
2019-08-29,2924.58,0.0194,0.14231,0.0781,8/29/19,16.0794,16.0794,0.012687244194824032,165,1,BUY_CALL,115841.2079110806,100697.68758650367,15143.520324576915,116515.73885571094,120550.75038943761,-3.347147587793209,123731.15852015623,-6.376688542676446,0.012687244194824032,0.02365710778806318,0.012594870972710392,0.02356473456594954,2924.58
2019-08-30,2926.46,0.01933,0.14231,0.0781,8/30/19,16.1469,16.1469,0.0006428273461489553,166,1,BUY_CALL,115967.33348814328,100762.41881377823,15204.914674365053,116590.63835890414,120550.75038943761,-3.285016491179349,123731.15852015623,-6.274753364366337,0.0006428273461489553,0.0010887798853020936,0.0005504541240353156,0.0009964066631884538,2926.46
2019-09-03,2906.27,0.0191,0.14231,0.0781,9/3/19,16.2316,16.2316,-0.006899120439028739,167,1,BUY_CALL,114464.29187348484,100067.24675065413,14397.045122830708,115786.2655028028,120550.75038943761,-3.9522648106653957,123731.15852015623,-7.489517400066847,-0.00689912043902885,-0.01296090519156523,-0.006991493661142489,-0.01305327841367887,2906.27
2019-09-04,2937.78,0.01905,0.1367,0.07079,9/4/19,16.3095,16.3095,0.010842075925499017,168,1,BUY_CALL,116778.59629050492,101152.18343758036,15626.412852924563,117041.62898451417,120550.75038943761,-2.9109079732704046,123731.15852015623,-5.619087635487308,0.010842075925499017,0.020218571042033284,0.010749702703385378,0.020126197819919645,2937.78
2019-09-05,2976.0,0.0192,0.1367,0.07079,9/5/19,16.3741,16.3741,0.013009823744460025,169,1,BUY_CALL,119628.51315750332,102468.15551547057,17160.357642032744,118564.3199483672,120550.75038943761,-1.6477959984929735,123731.15852015623,-3.3157738210174204,0.013009823744460247,0.024404445313837897,0.012917450522346607,0.024312072091724257,2976.0
2019-09-06,2978.71,0.0191,0.1367,0.07079,9/6/19,16.4262,16.4262,0.0009106182795699524,170,1,BUY_CALL,119816.29834635966,102561.46489095678,17254.83345540288,118672.28678541697,120550.75038943761,-1.5582346836932048,123731.15852015623,-3.1640051064088404,0.0009106182795699524,0.0015697360428539309,0.0008182450574563127,0.0014773628207402911,2978.71
2019-09-09,2978.43,0.01908,0.1367,0.07079,9/9/19,16.4873,16.4873,-9.400042300200528e-05,171,1,BUY_CALL,119783.2408031903,102551.82406987333,17231.416733316983,118661.13154026053,120550.75038943761,-1.5674882512740074,123731.15852015623,-3.1907223404222695,-9.400042300200528e-05,-0.00027590189002335563,-0.00018637364511564503,-0.0003682751121369954,2978.43
2019-09-10,2979.39,0.01913,0.1367,0.07079,9/10/19,16.5462,16.5462,0.00032231746255573235,172,1,BUY_CALL,119845.70374660616,102584.878313588,17260.82543301816,118699.37809508257,120550.75038943761,-1.5357617338541685,123731.15852015623,-3.1402395484053547,0.00032231746255573235,0.0005214664672370528,0.0002299442404420926,0.00042909324512341307,2979.39
2019-09-11,3000.93,0.01913,0.12498,0.05433,9/11/19,16.5891,16.5891,0.0072296678179091245,173,1,BUY_CALL,121458.44405810551,103326.53290693587,18131.911151169643,119557.53516890242,120550.75038943761,-0.8238979992464701,123731.15852015623,-1.8368166024085864,0.0072296678179091245,0.01345680538460714,0.007137294595795485,0.0133644321624935,3000.93
2019-09-12,3009.57,0.01895,0.12498,0.05433,9/12/19,16.6076,16.6076,0.0028791074766822966,174,1,BUY_CALL,122091.42682687506,103624.02110036789,18467.405726507175,119901.75416230092,120550.75038943761,-0.5383593424678979,123731.15852015623,-1.3252374849573978,0.0028791074766822966,0.005211517187448278,0.002786734254568657,0.005119143965334638,3009.57
2019-09-13,3007.39,0.019,0.12498,0.05433,9/13/19,16.6133,16.6133,-0.0007243559711188619,175,1,BUY_CALL,121911.37763843092,103548.96042193248,18362.417216498434,119814.90261072583,120550.75038943761,-0.6104049757754693,123731.15852015623,-1.4707539341667575,-0.0007243559711188619,-0.001474707873628578,-0.0008167291932325016,-0.0015670810957422177,3007.39
2019-09-16,2997.96,0.01945,0.12498,0.05433,9/16/19,16.6263,16.6263,-0.0031356092824674775,176,1,BUY_CALL,121196.45628937722,103224.2713404436,17972.184948933616,119439.2098899217,120550.75038943761,-0.9220519125141102,123731.15852015623,-2.048556128540646,-0.0031356092824674775,-0.005864270939288652,-0.0032279825045811172,-0.005956644161402291,2997.96
2019-09-17,3005.7,0.01938,0.12498,0.05433,9/17/19,16.5972,16.5972,0.002581755593803692,177,1,BUY_CALL,121761.16692509703,103490.7711803931,18270.39574470392,119747.5727381745,120550.75038943761,-0.6662568658166501,123731.15852015623,-1.5921548125957918,0.002581755593803692,0.004659464913491007,0.002489382371690052,0.004567091691377367,3005.7
2019-09-18,3006.73,0.0188,0.12571,0.06496,9/18/19,16.5906,16.5906,0.0003426822370828919,178,1,BUY_CALL,121801.43270289511,103526.23562937863,18275.197073516483,119788.60810428564,120550.75038943761,-0.63221695650163,123731.15852015623,-1.5596118555268879,0.00034268223708266987,0.00033069474295399637,0.00025030901496903013,0.00023832152084035663,3006.73
2019-09-19,3006.79,0.01883,0.12571,0.06496,9/19/19,16.5792,16.5792,1.9955233758972568e-05,179,1,BUY_CALL,121789.3234504109,103528.3015196108,18261.021930800096,119790.99851396203,120550.75038943761,-0.6302340491628811,123731.15852015623,-1.5693986001343307,1.9955233758972568e-05,-9.94179806879103e-05,-7.241798835466717e-05,-0.00019179120280155004,3006.79
2019-09-20,2992.07,0.0185,0.12571,0.06496,9/20/19,16.6204,16.6204,-0.004895586322955614,180,1,BUY_CALL,120646.83768181172,103021.46978265257,17625.367899159155,119204.55134002389,120550.75038943761,-1.116707316267096,123731.15852015623,-2.4927600090659863,-0.004895586322955503,-0.009380836810907844,-0.004987959545069143,-0.009473210033021484,2992.07
2019-09-23,2991.78,0.01845,0.12571,0.06496,9/23/19,16.6443,16.6443,-9.69228661094057e-05,181,1,BUY_CALL,120608.11615712356,103011.48464653043,17596.631510593124,119192.99769325471,120550.75038943761,-1.1262913684043419,123731.15852015623,-2.5240548948096353,-9.692286610951673e-05,-0.00032094935459714424,-0.00018929608822315647,-0.000413322576710784,2991.78
2019-09-24,2966.6,0.0188,0.12571,0.06496,9/24/19,16.6598,16.6598,-0.00841639425358831,182,1,BUY_CALL,118699.64819415193,102144.49937909778,16555.148815054148,118189.82243240124,120550.75038943761,-1.9584514815622733,123731.15852015623,-4.066486070430386,-0.00841639425358831,-0.01582371090586765,-0.00850876747570195,-0.01591608412798129,2966.6
2019-09-25,2984.87,0.01845,0.12961,0.0682,9/25/19,16.6894,16.6894,0.006158565361019441,183,1,BUY_CALL,120053.69370128619,102773.56295479256,17280.13074649363,118917.70217885847,120550.75038943761,-1.3546561969159043,123731.15852015623,-2.9721412640543288,0.006158565361019441,0.01140732536055622,0.0060661921389058016,0.01131495213844258,2984.87
2019-09-26,2977.62,0.0177,0.12961,0.0682,9/26/19,16.6729,16.6729,-0.0024289165022262083,184,1,BUY_CALL,119461.27707446518,102523.93455173909,16937.34252272608,118628.86100962941,120550.75038943761,-1.594257500346996,123731.15852015623,-3.4509346689706066,-0.0024289165022262083,-0.004934597250252359,-0.002521289724339848,-0.005026970472365999,2977.62
2019-09-27,2961.79,0.0173,0.12961,0.0682,9/27/19,16.6656,16.6656,-0.005316326462073695,185,1,BUY_CALL,118234.51606009809,101978.88384548576,16255.632214612324,117998.19125667826,120550.75038943761,-2.1174145532179223,123731.15852015623,-4.442407656890013,-0.005316326462073695,-0.010269110161968187,-0.005408699684187335,-0.010361483384081827,2961.79
2019-09-30,2976.74,0.0177,0.12961,0.0682,9/30/19,16.6765,16.6765,0.005047623227845355,186,1,BUY_CALL,119360.0839292035,102493.63482833398,16866.44910086952,118593.80166770921,120550.75038943761,-1.6233401413151771,123731.15852015623,-3.532719359643488,0.005047623227845355,0.00951979089196997,0.004955250005731715,0.00942741766985633,2976.74
2019-10-01,2940.25,0.01753,0.12961,0.0682,10/1/19,16.7186,16.7186,-0.012258376613342059,187,1,BUY_CALL,116590.85601885841,101237.2292521379,15353.626766720514,117140.03418285844,120550.75038943761,-2.8292782878255873,123731.15852015623,-5.7708200478334915,-0.012258376613342059,-0.023200619664339395,-0.012350749835455699,-0.023292992886453034,2940.25
2019-10-02,2887.61,0.01735,0.14367,0.08744,10/2/19,16.7795,16.7795,-0.01790323952044892,188,1,BUY_CALL,112665.00381117893,99424.75488845028,13240.248922728659,115042.84809344914,120550.75038943761,-4.568948993013544,123731.15852015623,-8.943708958463025,-0.017903239520449032,-0.03367204206000918,-0.017995612742562672,-0.03376441528212282,2887.61
2019-10-03,2910.63,0.01665,0.14367,0.08744,10/3/19,16.8407,16.8407,0.007971990677411389,189,1,BUY_CALL,114330.00780295784,100217.36810752492,14112.639695432928,115959.96860595296,120550.75038943761,-3.808173544050275,123731.15852015623,-7.598046304291984,0.007971990677411389,0.01477836005375166,0.00787961745529775,0.01468598683163802,2910.63
2019-10-04,2952.01,0.01655,0.14367,0.08744,10/4/19,16.8684,16.8684,0.014216853396000317,190,1,BUY_CALL,117403.57732301648,101642.1437376426,15761.433585373878,117608.5544794286,120550.75038943761,-2.440628449432536,123731.15852015623,-5.113975552171823,0.014216853396000317,0.026883314180786044,0.014124480173886678,0.026790940958672405,2952.01
2019-10-07,2938.79,0.01673,0.14367,0.08744,10/7/19,16.8516,16.8516,-0.004478304612789308,191,1,BUY_CALL,116394.68627689261,101186.95925648852,15207.727020404087,117081.86754739989,120550.75038943761,-2.8775290330682712,123731.15852015623,-5.92936519063505,-0.004478304612789308,-0.008593358644839899,-0.0045706778349029475,-0.008685731866953539,2938.79
2019-10-08,2893.06,0.01655,0.14367,0.08744,10/8/19,16.8795,16.8795,-0.015560826054260457,192,1,BUY_CALL,112968.39948998424,99612.40658453877,13355.992905445477,115259.97697238684,120550.75038943761,-4.388834909744654,123731.15852015623,-8.698503399544833,-0.015560826054260457,-0.02943679730153259,-0.015653199276374097,-0.02952917052364623,2893.06
2019-10-09,2919.4,0.01628,0.14275,0.07891,10/9/19,16.8795,16.8795,0.009104546742895181,193,1,BUY_CALL,114894.63754686141,100519.33239645998,14375.305150401426,116309.36682031697,120550.75038943761,-3.5183385880377505,123731.15852015623,-7.141710365425302,0.009104546742895181,0.017051122841197364,0.009012173520781541,0.016958749619083724,2919.4
2019-10-10,2938.13,0.01633,0.14275,0.07891,10/10/19,16.8761,16.8761,0.00641570185654583,194,1,BUY_CALL,116279.14167235393,101164.2344639347,15114.907208419225,117055.57304095975,120550.75038943761,-2.8993410137943876,123731.15852015623,-6.022748786101717,0.00641570185654583,0.012050206650661366,0.00632332863443219,0.011957833428547726,2938.13
2019-10-11,2970.27,0.01623,0.14275,0.07891,10/11/19,16.8725,16.8725,0.010938930544257763,195,1,BUY_CALL,118687.2305771631,102270.86299829869,16416.367578864414,118336.0358242731,120550.75038943761,-1.8371636493426213,123731.15852015623,-4.076522036420959,0.010938930544257763,0.020709551774939827,0.010846557322144124,0.020617178552826187,2970.27
2019-10-14,2966.15,0.01618,0.14275,0.07891,10/14/19,16.8598,16.8598,-0.001387079289088211,196,1,BUY_CALL,118354.92263350789,102129.00520235657,16225.917431151325,118171.89435982844,120550.75038943761,-1.9733232866027905,123731.15852015623,-4.345094599411303,-0.0013870792890883221,-0.002799862647727469,-0.0014794525112019619,-0.002892235869841109,2966.15
2019-10-15,2995.68,0.01618,0.14275,0.07891,10/15/19,16.8201,16.8201,0.009955666436289423,197,1,BUY_CALL,120587.60573822205,103145.76751162129,17441.838226600757,119348.37432221932,120550.75038943761,-0.9974023913862373,123731.15852015623,-2.5406314945496056,0.009955666436289423,0.018864302853103698,0.009863293214175783,0.01877192963099006,2995.68
2019-10-16,2989.69,0.01615,0.11661,0.05826,10/16/19,16.799,16.799,-0.0019995460129251796,198,1,BUY_CALL,120111.57401813203,102939.52280344332,17172.051214688698,119109.73175619422,120550.75038943761,-1.1953626407037676,123731.15852015623,-2.92536216852326,-0.0019995460129251796,-0.0039476007270881075,-0.0020919192350388194,-0.004039973949201747,2989.69
2019-10-17,2997.95,0.01625,0.11661,0.05826,10/17/19,16.7942,16.7942,0.002762828253096483,199,1,BUY_CALL,120731.44199454127,103223.92702540495,17507.51496913632,119438.81148830897,120550.75038943761,-0.9223823970705536,123731.15852015623,-2.4243824768894418,0.002762828253096483,0.005160768073155575,0.0026704550309828434,0.005068394851041935,2997.95
2019-10-18,2986.2,0.01625,0.11661,0.05826,10/18/19,16.81,16.81,-0.003919344885671916,200,1,BUY_CALL,119816.7530677717,102819.35685493896,16997.396212832733,118970.68959335153,120550.75038943761,-1.3107017509071617,123731.15852015623,-3.163637598808111,-0.003919344885671916,-0.007576227962314275,-0.004011718107785556,-0.0076686011844279145,2986.2
2019-10-21,3006.72,0.01625,0.11661,0.05826,10/21/19,16.815,16.815,0.006871609403255041,201,1,BUY_CALL,121376.73260876538,103525.89131434,17850.84129442538,119788.20970267295,120550.75038943761,-0.6325474410580512,123731.15852015623,-1.9028561112254594,0.006871609403255041,0.01301971135965685,0.0067792361811414015,0.01292733813754321,3006.72
2019-10-22,2995.99,0.01615,0.11661,0.05826,10/22/19,16.8228,16.8228,-0.0035686728395061262,202,1,BUY_CALL,120535.1573592896,103156.44127782085,17378.716081468756,119360.72477221396,120550.75038943761,-0.9871573701360603,123731.15852015623,-2.583020476888187,-0.0035686728395061262,-0.006933579701708048,-0.003661046061619766,-0.007025952923821688,2995.99
2019-10-23,3004.52,0.01615,0.11979,0.05897,10/23/19,16.8375,16.8375,0.002847139009142241,203,1,BUY_CALL,121177.22553473823,103450.14200582722,17727.08352891101,119700.56134787241,120550.75038943761,-0.7052540434785204,123731.15852015623,-2.0640984986832978,0.002847139009142241,0.0053268124380903,0.0027547657870286013,0.005234439215976661,3004.52
2019-10-24,3010.29,0.01623,0.11979,0.05897,10/24/19,16.855,16.855,0.001920439870594981,204,1,BUY_CALL,121610.42568163613,103648.81178315393,17961.613898482203,119930.43907841748,120550.75038943761,-0.5145644544029992,123731.15852015623,-1.7139844675216676,0.001920439870594981,0.003574930396254228,0.0018280666484813413,0.003482557174140588,3010.29
2019-10-25,3022.55,0.01625,0.11979,0.05897,10/25/19,16.8606,16.8606,0.004072697314876805,205,1,BUY_CALL,122543.99518202979,104070.94202059336,18473.053161436437,120418.87945562415,120550.75038943761,-0.10939038818710278,123731.15852015623,-0.9594699931085193,0.004072697314876805,0.007676722576711148,0.003980324092763166,0.007584349354597508,3022.55
2019-10-28,3039.42,0.01605,0.11979,0.05897,10/28/19,16.8565,16.8565,0.00558137996062924,206,1,BUY_CALL,123832.10375068251,104651.8014908709,19180.302259811604,121090.98297629919,121090.98297629919,0.0,123832.10375068251,0.0,0.00558137996062924,0.010511396880274138,0.0054890067385156005,0.010419023658160498,3039.42
2019-10-29,3036.89,0.01595,0.11979,0.05897,10/29/19,16.852,16.852,-0.0008323956544341593,207,1,BUY_CALL,123620.96382479678,104564.68978608119,19056.27403871559,120990.18736827855,121090.98297629919,-0.08323956544341593,123832.10375068251,-0.17050499788877627,-0.0008323956544341593,-0.0017050499788877627,-0.000924768876547799,-0.0017974232010014024,3036.89
2019-10-30,3046.77,0.01595,0.11417,0.05868,10/30/19,16.841,16.841,0.0032533282404039188,208,1,BUY_CALL,124375.35959322291,104904.87304431132,19470.486548911595,121383.80816165554,121383.80816165554,0.0,124375.35959322291,0.0,0.0032533282404039188,0.006102490589664944,0.003160955018290279,0.006010117367551304,3046.77
2019-10-31,3037.56,0.01498,0.11417,0.05868,10/31/19,16.842,16.842,-0.0030228734036372717,209,1,BUY_CALL,123625.73476190564,104587.75889367373,19037.97586823191,121016.88027633146,121383.80816165554,-0.3022873403637272,124375.35959322291,-0.6027116896537676,-0.0030228734036372717,-0.0060271168965376765,-0.0031152466257509115,-0.006119490118651316,3037.56
2019-11-01,3066.91,0.01485,0.11417,0.05868,11/1/19,16.8097,16.8097,0.009662360578885698,210,1,BUY_CALL,125893.7392499067,105598.32353224196,20295.415717664735,122186.18900969322,122186.18900969322,0.0,125893.7392499067,0.0,0.009662360578885698,0.018345731108244445,0.009569987356772058,0.018253357886130805,3066.91
2019-11-04,3078.27,0.01503,0.11417,0.05868,11/4/19,16.7852,16.7852,0.00370405391746087,211,1,BUY_CALL,126772.9223571861,105989.46541619886,20783.456940987242,122638.77324175418,122638.77324175418,0.0,126772.9223571861,0.0,0.00370405391746087,0.0069835331964693825,0.0036116806953472302,0.006891159974355743,3078.27
2019-11-05,3074.62,0.01518,0.11417,0.05868,11/5/19,16.7472,16.7472,-0.001185730946278274,212,1,BUY_CALL,126480.75268073408,105863.79042707538,20616.962253658694,122493.35665310782,122638.77324175418,-0.1185730946278385,126772.9223571861,-0.2304669412201643,-0.001185730946278385,-0.002304669412201643,-0.0012781041683920247,-0.002397042634315283,3074.62
2019-11-06,3076.78,0.01515,0.11504,0.0594,11/6/19,16.7231,16.7231,0.0007025258405917167,213,1,BUY_CALL,126638.41919351964,105938.16247543339,20700.256718086253,122579.41140145744,122638.77324175418,-0.04840381123164539,126772.9223571861,-0.10609770695944043,0.0007025258405917167,0.0012465652634401359,0.000610152618478077,0.0011541920413264961,3076.78
2019-11-07,3085.18,0.01518,0.11504,0.0594,11/7/19,16.698,16.698,0.0027301269509030224,214,1,BUY_CALL,127285.33391423612,106227.38710793671,21057.946806299413,122914.0687561504,122914.0687561504,0.0,127285.33391423612,0.0,0.0027301269509030224,0.005108360676296053,0.0026377537287893826,0.005015987454182413,3085.18
2019-11-08,3093.08,0.0151,0.11504,0.0594,11/8/19,16.6636,16.6636,0.002560628553277322,215,1,BUY_CALL,127891.7000406096,106499.39598850533,21392.304052104275,123228.80603020689,123228.80603020689,0.0,127891.7000406096,0.0,0.002560628553277322,0.004763833410548646,0.0024682553311636823,0.004671460188435006,3093.08
2019-11-11,3087.01,0.01513,0.11504,0.0594,11/11/19,16.6332,16.6332,-0.001962445200253349,216,1,BUY_CALL,127408.04698611578,106290.39676001781,21117.650226097954,122986.97625127996,123228.80603020689,-0.19624452002533488,127891.7000406096,-0.3781739192928457,-0.001962445200253349,-0.003781739192928457,-0.0020548184223669885,-0.003874112415042097,3087.01
